ref	tcz	en_web	en_kjv	tcz_gospelgo
ISA 48:20	Hiti chun, tu jengin jong na sohchanna’a konin chamlhat hitan. Babylon le Babylon mite chu dalha tan. Hiche thuhi sadoh in! Leiset kolning lia samphongin! PAKAIyin asohte, Israel mipite ahuhdohtai.	Leave Babylon! Flee from the Chaldeans! With the sound of joyful shouting announce this, tell it even to the end of the earth; say, “The LORD has redeemed his servant Jacob!”	Go ye forth of Babylon, flee ye from the Chaldeans, With a voice of singing declare ye, tell this, Utter it even to the end of the earth; Say ye, The Lord hath redeemed his servant Jacob.	
ISA 48:21	Gamthip gamgo laiya apui sungin amaho adangchah pouve. Aman songpi akehso’in, hiti chun twi chu don dingin ahung putdohtai.	They didn’t thirst when he led them through the deserts. He caused the waters to flow out of the rock for them. He also split the rock and the waters gushed out.	And they thirsted not when he led them through the deserts: He caused the waters to flow out of the rock for them: He clave the rock also, and the waters gushed out.	
ISA 48:22	Hinla migilou dingin chamna aumpoi, tin PAKAI chun aseije.	“There is no peace”, says the LORD, “for the wicked.”	There is no peace, saith the Lord, unto the wicked.	
ISA 49:1	Agamla gam hoa umjousen kasei ngaijun! Gamla tah’a hon lunglutnin ngaijuvin! Pakaiyin kapen lhah masanga einakou ahitai; naobu sunga kaumna’a Ama’n kamin'a einakou ahitai.	Listen, islands, to me. Listen, you peoples, from afar: the LORD has called me from the womb; from the inside of my mother, he has mentioned my name.	Listen, O isles, unto me; And hearken, ye people, from afar; The Lord hath called me from the womb; From the bowels of my mother hath he made mention of my name.	
ISA 49:2	Aman geltoh’a thu kaseiho chu chemjam bangin ahemsah’e. Aman akhut lea eisellin, keima Ama livathei’a thalchang tobang kahi.	He has made my mouth like a sharp sword. He has hidden me in the shadow of his hand. He has made me a polished shaft. He has kept me close in his quiver.	And he hath made my mouth like a sharp sword; In the shadow of his hand hath he hid me, And made me a polished shaft; In his quiver hath he hid me;	
ISA 49:3	Aman kajah’a: ‘Israel, nangma kalhachapa nahi, chule keima loupina’a neilut pi ding ahi,”tin aseije.	He said to me, “You are my servant, Israel, in whom I will be glorified.”	And said unto me, Thou art my servant, O Israel, in whom I will be glorified.	
ISA 49:4	Keima’n ka donbutnin, “Hijongleh katoh hi phatchomna bei abang jenge! Keiman katha hi pana beija mangcha’a le abidoi beija kabang jenge.Hinla keiman aboncha Pakai khutna ngama kahin; kachan ding kipaman Pathen’a ngam ding kahi.	But I said, “I have labored in vain. I have spent my strength in vain for nothing; yet surely the justice due to me is with the LORD, and my reward with my God.”	Then I said, I have laboured in vain, I have spent my strength for nought, and in vain: Yet surely my judgment is with the Lord, And my work with my God.	
ISA 49:5	Chule tun Pakaiyin aseijin, Kanu oisunga alhacha dinga eihin gonga, Israel chu Ama koma dinga hinle pui dinga ei’soldohpa ahi. Pakaiyin eijabollin, chule Ka Pathen’in thahatna eipei.	Now the LORD, he who formed me from the womb to be his servant, says to bring Jacob again to him, and to gather Israel to him, for I am honorable in the LORD’s eyes, and my God has become my strength.	And now, saith the Lord that formed me from the womb to be his servant, To bring Jacob again to him, Though Israel be not gathered, Yet shall I be glorious in the eyes of the Lord, And my God shall be my strength.	
ISA 49:6	Ama’n aseije,“ Nangman Israelte chu kahenga dinga na kiledohsah mai maibep ding ahipoi.Keima’n nangma Gentel tedinga vah’a ka pansah ding, chule ka huhhingna chu leiset kolkimvel’a napoh le ding ahitai.	Indeed, he says, “It is too light a thing that you should be my servant to raise up the tribes of Jacob, and to restore the preserved of Israel. I will also give you as a light to the nations, that you may be my salvation to the end of the earth.”	And he said, It is a light thing that thou shouldest be my servant To raise up the tribes of Jacob, And to restore the preserved of Israel: I will also give thee for a light to the Gentiles, That thou mayest be my salvation unto the end of the earth.	
ISA 49:7	Pakai, Huhhingpu le Israel Mithengpa chun namtin vaipi nahsahmo le deilouva kibolpa, vaipo ho lhacha’a pangpa hengah: Nangma na chepetnin lengho chun jana napeh dingu, leng chapate ho jong hung kun ding ahiuve, ajeh chu, Pakai tahsan umtah pa, Israel dinga Athengpa,na deilhenpa jal hiding ahi.	The LORD, the Redeemer of Israel, and his Holy One, says to him whom man despises, to him whom the nation abhors, to a servant of rulers: “Kings shall see and rise up, princes, and they shall worship, because of the LORD who is faithful, even the Holy One of Israel, who has chosen you.”	Thus saith the Lord, the redeemer of Israel, and his Holy One, To him whom man despiseth, to him whom the nation abhorreth, to a servant of rulers, Kings shall see and arise, Princes also shall worship, Because of the Lord that is faithful, And the Holy One of Israel, and he shall choose thee.	
ISA 49:8	Hiche hi Pakaiyin asei chu: “Aphatcha, keiman kadonbut ding nahi. “ Huhhingna nikhoa keiman kalethuh ding nahi.Keiman nangma kavenbitna chule amahoto kakitepna dung jui’a kapeh ding nahi. Nangma’a konna Israel gam avel’a ka tundoh kitding chule amite avella ka nganse kitding ahi.	The LORD says, “I have answered you in an acceptable time. I have helped you in a day of salvation. I will preserve you and give you for a covenant of the people, to raise up the land, to make them inherit the desolate heritage,	Thus saith the Lord, In an acceptable time have I heard thee, And in a day of salvation have I helped thee: And I will preserve thee, and give thee for a covenant of the people, To establish the earth, to cause to inherit the desolate heritages;	
ISA 49:9	Keiman sohchang jah’a, ‘Chamlhatnin hung potdoh'in, chule muthim lah’a umho jah’a, ‘vah sung’a hungin.’ Amaho ka kelngoi hi diu chule mol ho atilla imacha kelouna muna chu ne’a lha le dingu ahitai.	saying to those who are bound, ‘Come out!’; to those who are in darkness, ‘Show yourselves!’ “They shall feed along the paths, and their pasture shall be on all treeless heights.	That thou mayest say to the prisoners, Go forth; To them that are in darkness, Shew yourselves. They shall feed in the ways, And their pastures shall be in all high places.	
ISA 49:10	Amaho gilkel kit talou dingu chule dangchah kit talou hel dingu ahitai. Nisa satnin amaho aphah kit tahlou hel dingu ahitai. Ajeh iham itileh Pakai Amilungsetna chun amaho apui le dingu; Aman amaho chu twi dap jin jen muna apui ding ahi.	They shall not hunger nor thirst; neither shall the heat nor sun strike them, for he who has mercy on them will lead them. He will guide them by springs of water.	They shall not hunger nor thirst; Neither shall the heat nor sun smite them: For he that hath mercy on them shall lead them, Even by the springs of water shall he guide them.	
ISA 49:11	Chule Keiman ka lhang sang ho chu lampia kijotna thei hoa seming ting, sem toh ing ting, chule phaicham ho chung vum'a Kalam lhongpi ho chu kisem ding ahije.	I will make all my mountains a road, and my highways shall be exalted.	And I will make all my mountains a way, And my highways shall be exalted.	
ISA 49:12	Vetemin, ka mite chu gamla tah gam'a kona hung kilekit’uvintin, sahlam le lhumlam gam hoa konin, chule Aigupta gam noilam peh’a konna hung ding ahiuve.	Behold, these shall come from afar, and behold, these from the north and from the west, and these from the land of Sinim.”	Behold, these shall come from far: And lo, these from the north and from the west; And these from the land of Sinim.	
ISA 49:13	Vo vanho, kipah in la sauvin! Vo leiset, kipah thanomin umun! Vo Lhangho lasa dingin pohjah jenguvin. Ajeh chu Pakaiyin amite alhamonin chule athoh gim nau chunga akhoton ahi.	Sing, heavens, and be joyful, earth! Break out into singing, mountains! For the LORD has comforted his people, and will have compassion on his afflicted.	Sing, O heavens; and be joyful, O earth; And break forth into singing, O mountains: For the Lord hath comforted his people, And will have mercy upon his afflicted.	
ISA 49:14	Ahijeng vang'in Jerusalem’in aseijin, “Pakaiyin ei nungsun tauve; Pakaiyin ei sumil del tauve,”ati.	But Zion said, “The LORD has forsaken me, and the Lord has forgotten me.”	But Zion said, The Lord hath forsaken me, And my Lord hath forgotten me.	
ISA 49:15	Hinaisai louve! Mi nun acha noichep sah lai asuh mil thei ding hija ham? Aman ahinsa acha chu ngailu louva umthei ding ham? Hijong chu hithei maithei ding hijongleh, Keiman nangho hi suhmil louhel ding kahi.	“Can a woman forget her nursing child, that she should not have compassion on the son of her womb? Yes, these may forget, yet I will not forget you!	Can a woman forget her sucking child, That she should not have compassion on the son of her womb? Yea, they may forget, Yet will I not forget thee.	
ISA 49:16	Veuvin, Keiman namin chu kakhut phang teni chunga kajih lut tai. Kalung gel jousea Jerusalem bang kiphelha’amang thahsa ho chu aki lang jinge.	Behold, I have engraved you on the palms of my hands. Your walls are continually before me.	Behold, I have graven thee upon the palms of my hands; Thy walls are continually before me.	
ISA 49:17	Gangtah’a nachilhah ho chu hung kile kit diu, chule nasumang go jou seu chu chemang diu ahitai.	Your children hurry. Your destroyers and those who devastated you will leave you.	Thy children shall make haste; Thy destroyers and they that made thee waste shall go forth of thee.	
ISA 49:18	Dahdoh unlang chule veuvin, ajeh chu na chateu chu abonuva nahenguva hung kile kit ding ahiuve, Keima kahing jingnai, tin Pakaiyin aseije: Amaho chu kijepnaho le mounu kijepnaho tobanga navetsah ding ahitai.	Lift up your eyes all around, and see: all these gather themselves together, and come to you. As I live,” says the LORD, “you shall surely clothe yourself with them all as with an ornament, and dress yourself with them, like a bride.	Lift up thine eyes round about, and behold: All these gather themselves together, and come to thee. As I live, saith the Lord, thou shalt surely clothe thee with them all, as with an ornament, And bind them on thee, as a bride doth.	
ISA 49:19	Nanghon nanung sun dehset nau nagam leiset’u chu namite kititna mun hung hiding ahitai. Soh’a navul’uva pangho chu gamla tah ‘a che mang diu ahitai.	“For, as for your waste and your desolate places, and your land that has been destroyed, surely now that land will be too small for the inhabitants, and those who swallowed you up will be far away.	For thy waste and thy desolate places, and the land of thy destruction, Shall even now be too narrow by reason of the inhabitants, And they that swallowed thee up shall be far away.	
ISA 49:20	Akipui mang nauva ana peng khang miteho chu hung kinung le diu chule asei diu chu: Keihon mun kangaicha beuve! Miho atam kitit behseh tauve, tia ahinsei dingu ahi.	The children of your bereavement will say in your ears, ‘This place is too small for me. Give me a place to live in.’	The children which thou shalt have, after thou hast lost the other, shall say again in thine ears, The place is too strait for me: Give place to me that I may dwell.	
ISA 49:21	Chuteng leh, nangman, ‘Hiche chilhah ho jouse hi kon einapeh hija ham? tia nalunga nagel ding ahi. Ajeh chu ka chate atamjo pi chu akithat gam'a ahitan, chule amoh chengse chu gam danga kipui manguva ahitai. Keima bou hi hiche muna hi kachang seh’a eikidalha ahibouve. Hiche miteho hi hoiya konna hung hiu vem? Hiche chapangho hi koi hin hiu vem? Keima dinga kon eihin sindohpeh’u ahi dem?	Then you will say in your heart, ‘Who has conceived these for me, since I have been bereaved of my children and am alone, an exile, and wandering back and forth? Who has brought these up? Behold, I was left alone. Where were these?’”	Then shalt thou say in thine heart, Who hath begotten me these, Seeing I have lost my children, and am desolate, A captive, and removing to and fro? And who hath brought up these? Behold, I was left alone; These, where had they been?	
